age,MonthlyIncome,TotalTimesPastDue,RevolvingUtilizationOfUnsecuredLines,DebtRatio,PD,LGD,EAD,ExpectedLoss,ExpectedLossRate,InterestRate
24,0.0,0,0.854145854,5.0,0.049049773067235944,0.75,1000.0,36.78732980042695,0.036787329800426954,0.10678732980042696
43,5400.0,2,0.043189369,0.0,0.11991169601678849,0.75,54000.0,4856.423688679934,0.08993377201259137,0.15993377201259135
80,8950.0,0,0.02375905,0.133839794,0.0022454071324318646,0.4,89500.0,80.38557534106076,0.0008981628529727459,0.07089816285297275
63,5400.0,2,0.427685836,5.0,0.12168424129486084,0.4,54000.0,2628.3796119689946,0.04867369651794434,0.11867369651794435
45,8040.0,0,0.553616903,0.646063922,0.05794789642095566,0.4,80400.0,1863.604348897934,0.023179158568382263,0.09317915856838227
71,5514.0,4,0.791885839,0.69356301,0.3806103467941284,0.4,55140.0,8394.741808891298,0.1522441387176514,0.2222441387176514
71,11133.0,1,0.040549583,0.057032513,0.0375285841524601,0.75,100000.0,2814.643811434507,0.028146438114345067,0.09814643811434508
44,4000.0,0,0.037228707,0.061234691,0.010483497381210327,0.75,40000.0,314.5049214363098,0.007862623035907745,0.07786262303590775
79,2498.0,0,0.9999999,0.136454582,0.035305073484778404,0.75,24980.0,661.4405517373234,0.026478805113583803,0.09647880511358381
54,1321.0,0,0.093392956,1.883509834,0.02356589585542679,0.4,13210.0,124.52219370007516,0.009426358342170716,0.07942635834217072
69,4767.0,0,0.16119838,0.062919463,0.007898265309631825,0.75,47670.0,282.3827304826118,0.005923698982223868,0.07592369898222387
57,16585.0,0,0.043882602,0.274327746,0.009459222387522458,0.4,100000.0,378.36889550089836,0.0037836889550089837,0.07378368895500899
56,5400.0,0,0.03687552,5.0,0.0034762430004775524,0.4,54000.0,75.08684881031513,0.001390497200191021,0.07139049720019103
32,811.0,1,0.325175347,0.602216749,0.06429761871695519,0.75,8110.0,391.09026584587997,0.04822321403771639,0.1182232140377164
63,13619.0,0,0.029159417,0.221365639,0.0034762430004775524,0.4,100000.0,139.0497200191021,0.001390497200191021,0.07139049720019103
68,12750.0,0,0.420967579,0.13983217,0.011794661171734333,0.4,100000.0,471.7864468693734,0.0047178644686937336,0.07471786446869373
46,9583.0,0,0.031503089,0.30519616,0.009190710540860892,0.4,95830.0,352.2983164522797,0.003676284216344357,0.07367628421634435
30,4000.0,1,0.944919534,0.417895526,0.2698223292827606,0.75,40000.0,8094.669878482819,0.20236674696207047,0.27236674696207047
24,418.0,0,0.858283433,0.028639618,0.06701264604926109,0.75,4180.0,210.0846453644335,0.050259484536945814,0.12025948453694582
54,2000.0,0,0.210744087,1.294852574,0.01824937146157026,0.4,20000.0,145.9949716925621,0.0072997485846281055,0.07729974858462811
70,8033.0,0,0.055817897,0.068707991,0.005416806787252426,0.75,80330.0,326.34906691499054,0.00406260509043932,0.07406260509043933
23,1100.0,0,0.9999999,0.324250681,0.10923102796077729,0.75,11000.0,901.1559806764127,0.08192327097058297,0.15192327097058295
24,1000.0,0,1.052631579,0.05994006,0.161433145403862,0.75,10000.0,1210.748590528965,0.1210748590528965,0.19107485905289648
38,5100.0,0,0.019547654,0.419525583,0.021515338867902755,0.4,51000.0,438.9129129052162,0.008606135547161102,0.0786061355471611
37,2000.0,0,0.590281944,1.343828086,0.06429761946201325,0.4,20000.0,514.380955696106,0.0257190477848053,0.0957190477848053
29,6000.0,0,1.549153178,0.188968505,0.10373962223529816,0.75,60000.0,4668.283000588417,0.07780471667647362,0.1478047166764736
85,4200.0,0,0.011717153,0.006903118,0.006215408910065889,0.75,42000.0,195.78538066707551,0.004661556682549417,0.07466155668254942
66,19050.0,0,0.019060418,0.084719962,0.004687821213155985,0.4,100000.0,187.5128485262394,0.0018751284852623938,0.0718751284852624
64,5400.0,2,0.606051463,5.0,0.180401211977005,0.4,54000.0,3896.666178703308,0.072160484790802,0.142160484790802
53,2777.0,0,0.927507249,0.318934485,0.08323987424373627,0.75,27770.0,1733.6784808114173,0.06242990568280221,0.13242990568280222
62,4000.0,0,0.002725502,0.312421895,0.007350040413439274,0.4,40000.0,117.6006466150284,0.00294001616537571,0.07294001616537571
75,2259.0,0,0.01459927,0.003539823,0.004212351888418198,0.75,22590.0,71.36777186952531,0.003159263916313648,0.07315926391631365
43,3414.0,0,0.142515447,0.278477306,0.016828915849328042,0.75,34140.0,430.90439032204455,0.012621686886996032,0.08262168688699603
63,4302.0,0,0.18168532,0.347896816,0.009190710540860892,0.4,43020.0,158.15374698713424,0.003676284216344357,0.07367628421634435
59,11283.0,0,0.0,0.078075151,0.005335324443876743,0.75,100000.0,400.14933329075575,0.0040014933329075575,0.07400149333290756
52,6983.0,1,0.380062305,0.379009164,0.065812586247921,0.4,69830.0,1838.2771590769291,0.026325034499168398,0.0963250344991684
70,8100.0,0,0.665228253,0.664732749,0.05752766728401184,0.4,81000.0,1863.8964200019836,0.023011066913604737,0.09301106691360474
45,5900.0,1,3.3e-05,0.211489578,0.05070704594254494,0.4,59000.0,1196.6862842440607,0.02028281837701798,0.09028281837701799
50,13362.0,0,0.0,0.264536406,0.01020176950842142,0.4,100000.0,408.0707803368568,0.004080707803368568,0.07408070780336858
42,5400.0,1,0.9999999,5.0,0.33448095321655275,0.75,54000.0,13546.478605270388,0.2508607149124146,0.32086071491241464
53,9500.0,1,0.511963078,0.354699505,0.09678311794996261,0.4,95000.0,3677.7584820985794,0.03871324717998505,0.10871324717998505
67,5400.0,0,0.0,0.0,0.002038962673395872,0.75,54000.0,82.57798827253282,0.001529222005046904,0.07152922200504691
47,5400.0,0,0.027757779,5.0,0.007028075912967324,0.75,54000.0,284.63707447517663,0.005271056934725493,0.0752710569347255
80,4000.0,0,0.038626081,0.015996001,0.0023061386309564114,0.75,40000.0,69.18415892869234,0.0017296039732173085,0.07172960397321732
45,7416.0,0,0.100984821,0.586490495,0.025638649612665175,0.4,74160.0,760.5449021100998,0.01025545984506607,0.08025545984506607
46,13750.0,0,0.0,0.225874482,0.011088209040462971,0.4,100000.0,443.5283616185189,0.004435283616185189,0.07443528361618519
64,5400.0,0,0.089037626,5.0,0.0026269860565662382,0.4,54000.0,56.74289882183074,0.0010507944226264953,0.0710507944226265
54,7430.0,1,0.007762266,0.390391603,0.0465494729578495,0.4,74300.0,1383.4503363072874,0.018619789183139803,0.08861978918313981
55,5000.0,1,0.628142869,1.092781444,0.16646643877029418,0.4,50000.0,3329.3287754058842,0.06658657550811768,0.13658657550811767
27,3700.0,0,0.9999999,0.101323966,0.07416357398033142,0.75,37000.0,2058.039177954197,0.055622680485248564,0.12562268048524858
28,2500.0,0,0.154917751,0.238704518,0.025353742018342017,0.75,25000.0,475.3826628439128,0.019015306513756512,0.08901530651375651
75,2000.0,0,0.03967486,0.008995502,0.004059664392843843,0.75,20000.0,60.894965892657645,0.0030447482946328822,0.07304474829463288
64,5400.0,0,0.775496335,5.0,0.045679844170808795,0.75,54000.0,1850.0336889177563,0.0342598831281066,0.1042598831281066
37,5400.0,2,0.0,5.0,0.24848785102367402,0.75,54000.0,10063.757966458797,0.18636588826775552,0.2563658882677555
35,12725.0,2,0.899162968,0.238016659,0.19371692538261415,0.4,100000.0,7748.677015304567,0.07748677015304567,0.14748677015304565
43,6375.0,0,2.0,0.49749059,0.07381498962640762,0.4,63750.0,1882.2822354733944,0.02952599585056305,0.09952599585056306
36,2506.0,1,0.988011988,0.015157559,0.2552659630775452,0.75,25060.0,4797.723776042462,0.19144947230815892,0.2614494723081589
72,4540.0,0,0.025955393,0.003743669,0.0025629041250795127,0.75,45400.0,87.26688545895742,0.0019221780938096348,0.07192217809380964
62,5249.0,0,0.019293739,0.165714286,0.007857099920511246,0.4,52490.0,164.96766993105416,0.0031428399682044993,0.0731428399682045
28,20500.0,0,0.280771923,0.413589581,0.26382243633270264,0.4,100000.0,10552.897453308105,0.10552897453308105,0.17552897453308103
55,19230.0,1,0.0,0.140762311,0.04557013213634491,0.4,100000.0,1822.8052854537964,0.018228052854537963,0.08822805285453797
45,5233.0,0,0.10407057,0.355941918,0.012128224968910218,0.4,52330.0,253.8680050492287,0.004851289987564088,0.07485128998756409
54,9516.0,0,0.048664605,0.549017548,0.023673378676176072,0.4,95160.0,901.103485929966,0.009469351470470429,0.07946935147047043
56,3598.0,4,0.940012369,0.239510975,0.48467426300048827,0.75,35980.0,13078.934987068176,0.3635056972503662,0.43350569725036625
36,5195.0,1,0.950051468,0.570823711,0.2494507610797882,0.4,51950.0,5183.586815237999,0.09978030443191528,0.16978030443191527
55,5400.0,0,0.019184119,5.0,0.003951712232083082,0.4,54000.0,85.35698421299459,0.001580684892833233,0.07158068489283323
45,2800.0,7,0.756044356,0.894323456,0.617378318309784,0.4,28000.0,6914.63716506958,0.24695132732391356,0.3169513273239136
37,5400.0,0,0.0,5.0,0.012473427131772042,0.4,54000.0,269.4260260462761,0.004989370852708817,0.07498937085270882
51,5400.0,0,0.0,5.0,0.009190710820257663,0.4,54000.0,198.51935371756554,0.0036762843281030657,0.07367628432810307
82,5400.0,0,0.0,5.0,0.00789826512336731,0.75,54000.0,319.879737496376,0.0059236988425254815,0.07592369884252549
31,2054.0,0,0.001857054,0.000486618,0.011496573314070701,0.75,20540.0,177.10471190325913,0.008622429985553026,0.07862242998555304
43,5833.0,0,0.9999999,0.003599589,0.12831366956233978,0.75,58330.0,5613.402259178459,0.09623525217175483,0.1662352521717548
38,5833.0,0,0.976804639,0.123243058,0.06749123632907868,0.75,58330.0,2952.5728613063698,0.05061842724680901,0.12061842724680902
39,12500.0,0,0.063991094,0.207583393,0.012314649298787117,0.4,100000.0,492.58597195148474,0.004925859719514847,0.07492585971951485
51,2083.0,0,0.408718414,1.958733205,0.07825840264558792,0.4,20830.0,652.0490108430386,0.03130336105823517,0.10130336105823518
36,16666.0,0,0.031928832,0.383812324,0.01755876000970602,0.4,100000.0,702.3504003882408,0.007023504003882408,0.07702350400388241
50,4500.0,0,0.555958818,0.413241502,0.05132662653923035,0.4,45000.0,923.8792777061464,0.02053065061569214,0.09053065061569214
74,5400.0,0,0.020628866,5.0,0.0034762430237606167,0.75,54000.0,140.78784246230498,0.0026071822678204624,0.07260718226782047
39,4500.0,0,0.067357306,0.301266385,0.011716107651591302,0.4,45000.0,210.88993772864345,0.004686443060636521,0.07468644306063653
84,5400.0,0,0.0,0.0,0.0017991382628679276,0.75,54000.0,72.86509964615107,0.0013493536971509457,0.07134935369715095
77,6580.0,0,0.085997676,0.248442486,0.004123746417462826,0.4,65800.0,108.53700570762157,0.0016494985669851304,0.07164949856698513
34,5400.0,1,0.372476566,5.0,0.06966208517551423,0.4,54000.0,1504.7010397911074,0.027864834070205693,0.0978648340702057
46,5925.0,0,0.792172224,0.582348971,0.10569129139184952,0.4,59250.0,2504.8836059868336,0.04227651655673981,0.11227651655673981
74,8000.0,0,0.062894979,0.527934008,0.01849714983254671,0.4,80000.0,591.9087946414948,0.007398859933018685,0.07739885993301869
61,6800.0,0,0.044178199,0.376415233,0.005416806600987911,0.4,68000.0,147.33713954687119,0.0021667226403951647,0.07216672264039517
33,10000.0,0,0.084965469,0.01169883,0.014002923481166362,0.75,100000.0,1050.2192610874772,0.010502192610874771,0.08050219261087478
69,5400.0,0,0.037456089,5.0,0.0031024553813040257,0.4,54000.0,67.01303623616697,0.0012409821525216104,0.07124098215252161
60,6283.0,1,0.513142167,0.483609166,0.10024505108594894,0.4,62830.0,2519.358623892069,0.04009802043437958,0.11009802043437958
79,5400.0,0,0.071306766,5.0,0.0039517123252153395,0.75,54000.0,160.04434917122123,0.0029637842439115044,0.0729637842439115
68,5400.0,0,0.0,5.0,0.0031024553813040257,0.4,54000.0,67.01303623616697,0.0012409821525216104,0.07124098215252161
62,5400.0,0,0.05653599,5.0,0.004599215462803841,0.75,54000.0,186.26822624355555,0.0034494115971028805,0.07344941159710289
41,4100.0,0,0.070344792,0.43916118,0.016391222178936005,0.4,41000.0,268.8160437345505,0.006556488871574402,0.0765564888715744
48,4700.0,3,0.829475673,0.071899596,0.3430950403213501,0.75,47000.0,12094.10017132759,0.25732128024101253,0.3273212802410126
56,18300.0,0,0.169751783,0.302715699,0.007633112976327539,0.4,100000.0,305.3245190531016,0.003053245190531016,0.07305324519053102
37,4500.0,0,0.9999999,0.084870029,0.11833889335393906,0.75,45000.0,3993.9376506954436,0.0887541700154543,0.15875417001545428
44,3660.0,1,0.40221708,0.75826277,0.1017245352268219,0.4,36600.0,1489.2471957206726,0.04068981409072876,0.11068981409072877
29,4250.0,0,0.279897762,0.389790637,0.031748364493250844,0.4,42500.0,539.7221963852644,0.01269934579730034,0.08269934579730034
40,7580.0,0,0.10928822,0.135470255,0.010483496822416782,0.75,75800.0,595.9867943543941,0.007862622616812587,0.0778626226168126
27,6200.0,0,0.9999999,0.0,0.08874454200267792,0.75,62000.0,4126.621203124524,0.06655840650200845,0.13655840650200846
47,5400.0,0,0.0,5.0,0.03837338164448738,0.4,54000.0,828.8650435209274,0.015349352657794952,0.08534935265779496
32,7625.0,0,0.449731856,0.610280619,0.09116382896900177,0.4,76250.0,2780.496783554554,0.03646553158760071,0.10646553158760072
65,7033.0,0,0.030125352,0.210548763,0.005597295425832272,0.4,70330.0,157.46311491951346,0.0022389181703329087,0.07223891817033291
93,5400.0,0,0.063124821,5.0,0.0026269860565662382,0.75,54000.0,106.39293529093264,0.0019702395424246785,0.07197023954242468
63,5833.0,0,0.11157084,0.41583819,0.01223189067095518,0.4,58330.0,285.3944731347263,0.0048927562683820725,0.07489275626838207
54,7358.0,0,0.145284003,0.35697785,0.014331229217350482,0.4,73580.0,421.79673832505944,0.005732491686940193,0.0757324916869402
43,5400.0,1,0.267710585,5.0,0.06645917147397995,0.4,54000.0,1435.518103837967,0.02658366858959198,0.09658366858959198
32,2700.0,0,0.020064469,1.582376897,0.09466537535190582,0.4,27000.0,1022.386053800583,0.037866150140762334,0.10786615014076234
65,4356.0,0,0.734149811,1.980261648,0.16256440579891204,0.4,43560.0,2832.5222066402434,0.06502576231956482,0.1350257623195648
48,5400.0,0,0.265532626,5.0,0.013999591954052449,0.4,54000.0,302.39118620753294,0.00559983678162098,0.07559983678162098
65,6500.0,0,0.095620806,0.114136287,0.004599215462803841,0.4,65000.0,119.57960203289986,0.0018396861851215363,0.07183968618512154
61,5400.0,0,0.034848399,5.0,0.014808476343750954,0.4,54000.0,319.8630890250206,0.005923390537500382,0.07592339053750038
60,11250.0,0,0.05027615,0.454981779,0.026295814663171768,0.4,100000.0,1051.8325865268707,0.010518325865268708,0.0805183258652687
23,2000.0,0,0.0,0.105947026,0.021515338867902755,0.75,20000.0,322.73008301854134,0.016136504150927065,0.08613650415092707
58,8833.0,0,0.277256573,0.464229115,0.01366321463137865,0.4,88330.0,482.7486993558705,0.00546528585255146,0.07546528585255147
55,6833.0,0,0.005199653,0.007901668,0.006133926752954722,0.75,68330.0,314.3484112720471,0.0046004450647160414,0.07460044506471604
85,9260.0,0,0.004616923,0.000539898,0.00250737308524549,0.75,92600.0,174.1370607702993,0.001880529813934118,0.07188052981393413
34,1900.0,0,0.011996572,0.198316675,0.014117865823209286,0.75,19000.0,201.17958798073232,0.010588399367406964,0.08058839936740697
93,3000.0,0,0.072309964,0.342552483,0.0044059745036065575,0.4,30000.0,52.871694043278694,0.001762389801442623,0.07176238980144263
26,820.0,1,0.81012525,2.65773447,0.10680117756128311,0.4,8200.0,350.30786240100866,0.04272047102451325,0.11272047102451326
66,5000.0,0,0.336950418,0.643271346,0.027251068875193594,0.4,50000.0,545.0213775038719,0.01090042755007744,0.08090042755007744
42,2500.0,0,0.519886981,0.400639744,0.042071277648210524,0.4,25000.0,420.71277648210526,0.01682851105928421,0.08682851105928421
30,5400.0,0,0.170313187,5.0,0.019551688991487026,0.4,54000.0,422.31648221611977,0.007820675596594811,0.07782067559659482
36,5015.0,0,0.193383022,0.075757576,0.0200258644297719,0.75,50150.0,753.2228258647955,0.015019398322328922,0.08501939832232892
63,2000.0,0,0.023198453,0.004997501,0.008250112738460302,0.75,20000.0,123.75169107690452,0.006187584553845226,0.07618758455384524
66,7575.0,0,0.094680442,0.189809926,0.008992659859359264,0.4,75750.0,272.4775937385857,0.0035970639437437057,0.07359706394374371
49,2900.0,0,1.010303791,0.756635643,0.18872163891792298,0.4,29000.0,2189.171011447907,0.0754886555671692,0.1454886555671692
57,1750.0,0,0.211444934,0.548258138,0.021515339240431787,0.75,17500.0,282.38882753066724,0.016136504430323842,0.08613650443032385
72,4389.0,0,0.076695292,0.311617312,0.0034121610689908264,0.4,43890.0,59.903899727202955,0.0013648644275963307,0.07136486442759633
51,3150.0,0,0.252341157,0.423992383,0.03562075570225716,0.75,31500.0,841.5403534658254,0.02671556677669287,0.09671556677669288
72,2000.0,0,0.505274847,0.128435782,0.022379031404852867,0.75,20000.0,335.685471072793,0.01678427355363965,0.08678427355363966
61,8583.0,0,0.084216331,0.231477167,0.006133926752954722,0.4,85830.0,210.58997328244152,0.002453570701181889,0.0724535707011819
35,5400.0,2,0.832335329,5.0,0.35469105243682864,0.75,54000.0,14364.98762369156,0.2660182893276215,0.33601828932762157
37,2000.0,0,0.9999999,0.0,0.06680775582790374,0.75,20000.0,1002.1163374185561,0.050105816870927807,0.1201058168709278
56,15000.0,0,0.050773933,0.26544897,0.011445971205830574,0.4,100000.0,457.83884823322296,0.00457838848233223,0.07457838848233224
71,7500.0,0,0.307909307,0.607252366,0.033829550445079806,0.4,75000.0,1014.8865133523942,0.013531820178031922,0.08353182017803193
56,26300.0,0,0.19303668,0.169423216,0.015647813118994235,0.4,100000.0,625.9125247597694,0.006259125247597694,0.0762591252475977
59,11166.0,10,0.91160442,0.775678338,0.6482751250267029,0.4,100000.0,25931.00500106812,0.2593100500106812,0.32931005001068125
33,2498.0,1,0.82852292,0.779911965,0.2171570837497711,0.4,24980.0,2169.833580827713,0.08686283349990845,0.15686283349990843
54,9416.0,2,0.39219885,0.713390676,0.18236106634140015,0.4,94160.0,6868.447202682496,0.07294442653656007,0.14294442653656006
29,4666.0,0,0.839077756,0.163916863,0.09561682045459748,0.75,46660.0,3346.110631808639,0.07171261534094811,0.14171261534094812
61,5266.0,0,0.271110082,0.675147143,0.016565309092402457,0.4,52660.0,348.93167072236537,0.006626123636960983,0.07662612363696099
67,6900.0,0,0.06434394,0.368352413,0.004599215555936098,0.4,69000.0,126.93834934383631,0.0018396862223744393,0.07183968622237444
29,1906.0,0,0.9999999,0.746198217,0.09966961443424224,0.4,19060.0,759.8811404466628,0.0398678457736969,0.1098678457736969
69,2870.0,0,0.0,0.090909091,0.007513352297246456,0.75,28700.0,161.72490819822994,0.005635014222934841,0.07563501422293485
66,5400.0,0,0.250374963,5.0,0.0065596096217632295,0.4,54000.0,141.68756783008578,0.002623843848705292,0.0726238438487053
56,8060.0,1,0.327010984,0.249968986,0.059470799565315244,0.4,80600.0,1917.3385779857638,0.0237883198261261,0.09378831982612611
45,6000.0,0,0.659136907,0.334610898,0.05186602473258972,0.4,60000.0,1244.7845935821533,0.02074640989303589,0.0907464098930359
45,5440.0,0,0.486317741,0.394596582,0.030920489877462386,0.4,54400.0,672.8298597335817,0.012368195950984958,0.08236819595098496
38,4560.0,0,0.217281718,0.116202587,0.019551688991487026,0.75,45600.0,668.6677635088562,0.014663766743615267,0.08466376674361527
41,5400.0,0,0.0,5.0,0.06987956017255784,0.4,54000.0,1509.3984997272494,0.027951824069023138,0.09795182406902314
46,9800.0,0,0.101054402,0.320375472,0.012459047697484493,0.4,98000.0,488.39466974139214,0.0049836190789937975,0.0749836190789938
64,5400.0,1,0.00090474,5.0,0.04560585543513298,0.4,54000.0,985.0864773988725,0.018242342174053194,0.0882423421740532
43,10527.0,0,0.25072792,0.666223404,0.019920993223786355,0.4,100000.0,796.8397289514543,0.007968397289514543,0.07796839728951455
66,4150.0,2,0.216271744,0.199710913,0.17271156311035157,0.75,41500.0,5375.647401809693,0.1295336723327637,0.19953367233276367
59,4055.0,0,0.20164939,0.469921105,0.011108709871768952,0.4,40550.0,180.18327412009242,0.004443483948707581,0.07444348394870759
36,6196.0,0,0.203980573,0.172180087,0.023862595856189727,0.75,61960.0,1108.8948294371367,0.017896946892142294,0.0878969468921423
62,6489.0,1,0.044469542,0.423112481,0.04466057792305946,0.4,64890.0,1159.2099605709313,0.017864231169223786,0.08786423116922379
47,6800.0,1,0.196423421,0.401411557,0.052336344867944716,0.4,68000.0,1423.5485804080963,0.020934537947177888,0.09093453794717789
61,18500.0,0,0.065297237,0.297767688,0.006077871378511191,0.4,100000.0,243.11485514044764,0.0024311485514044765,0.07243114855140448
26,5740.0,0,0.512414904,0.173837311,0.0575968973338604,0.75,57400.0,2479.54643022269,0.0431976730003953,0.11319767300039531
26,1300.0,0,2.0,0.704073789,0.14687570482492446,0.75,13000.0,1432.0381220430136,0.11015677861869336,0.18015677861869334
56,3800.0,0,0.089408258,0.244935543,0.009585780557245016,0.4,38000.0,145.70386447012424,0.0038343122228980064,0.073834312222898
60,8320.0,0,0.130828972,0.080278813,0.0067703522276133295,0.4,83200.0,225.31732213497162,0.002708140891045332,0.07270814089104534
59,3600.0,0,0.019905106,0.344904193,0.007913155015558004,0.4,36000.0,113.94943222403526,0.003165262006223202,0.07316526200622321
40,9500.0,0,0.098340047,0.305757289,0.01020176950842142,0.4,95000.0,387.66724132001394,0.004080707803368568,0.07408070780336858
54,5400.0,0,0.5423505,5.0,0.026491257920861246,0.4,54000.0,572.2111710906029,0.010596503168344498,0.0805965031683445
84,4838.0,0,0.007416125,0.006819591,0.011362111382186412,0.75,48380.0,412.27421150263393,0.008521583536639808,0.07852158353663981
54,5400.0,0,0.11439428,5.0,0.012404960580170155,0.75,54000.0,502.40090349689126,0.009303720435127616,0.07930372043512762
69,7726.0,5,0.783118406,0.48764074,0.38373416662216187,0.4,77260.0,11858.920685291292,0.15349366664886477,0.22349366664886475
82,1197.0,0,0.029352596,0.494156928,0.004212351888418198,0.4,11970.0,20.168740841746335,0.0016849407553672794,0.07168494075536729
42,2885.0,0,0.9999999,0.487872488,0.06714265197515487,0.4,28850.0,774.8262037932872,0.02685706079006195,0.09685706079006196
40,5000.0,0,0.9999999,0.0,0.10041838586330414,0.75,50000.0,3765.6894698739047,0.0753137893974781,0.14531378939747808
51,5400.0,0,0.833871188,5.0,0.06446636915206909,0.4,54000.0,1392.4735736846924,0.025786547660827636,0.09578654766082764
31,5400.0,2,0.9999999,5.0,0.3806103467941284,0.75,54000.0,15414.719045162201,0.2854577600955963,0.3554577600955964
63,4200.0,0,0.002819496,0.392049512,0.003802898991852999,0.4,42000.0,63.888703063130386,0.0015211595967411996,0.0715211595967412
50,5400.0,0,0.513548645,5.0,0.052626699954271314,0.75,54000.0,2131.381348147988,0.03947002496570348,0.10947002496570349
57,5400.0,0,0.010461136,5.0,0.0052427643910050396,0.75,54000.0,212.33195783570412,0.00393207329325378,0.07393207329325378
47,2600.0,0,1.064733817,1.553633218,0.24380503892898558,0.4,26000.0,2535.57240486145,0.09752201557159423,0.1675220155715942
47,9000.0,0,0.224467595,0.378513499,0.018249370716512205,0.4,90000.0,656.9773457944394,0.007299748286604882,0.07729974828660488
31,6000.0,0,0.14805598,0.404932511,0.018723547086119653,0.4,60000.0,449.3651300668717,0.007489418834447862,0.07748941883444786
36,3402.0,0,0.834853924,1.128122245,0.10326972007751464,0.4,34020.0,1405.2943508148194,0.04130788803100586,0.11130788803100586
84,1650.0,0,0.016715277,0.119927317,0.004687821143306792,0.75,16500.0,58.01178664842155,0.003515865857480094,0.0735158658574801
29,4000.0,0,0.0115547,0.089727568,0.016828916408121584,0.75,40000.0,504.8674922436475,0.012621687306091188,0.0826216873060912
46,11566.0,0,0.0,0.245180254,0.007208564784377813,0.4,100000.0,288.34259137511253,0.0028834259137511253,0.07288342591375113
67,2000.0,1,0.645534179,0.371314343,0.1440274238586426,0.75,20000.0,2160.4113578796387,0.10802056789398193,0.1780205678939819
54,4166.0,0,0.657433429,0.871610271,0.10287131667137146,0.4,41660.0,1714.2476210117343,0.04114852666854859,0.1111485266685486
50,3686.0,3,0.976723366,0.246541904,0.45162672996520997,0.75,36860.0,12485.22094988823,0.3387200474739075,0.40872004747390756
53,8861.0,0,0.843462933,0.421236741,0.0793462261557579,0.4,88610.0,2812.347639864683,0.03173849046230316,0.10173849046230317
45,16667.0,0,0.460515156,0.301415887,0.031394099444150926,0.4,100000.0,1255.763977766037,0.012557639777660369,0.08255763977766037
65,5400.0,0,0.002412346,5.0,0.0036367516964673995,0.4,54000.0,78.55383664369583,0.0014547006785869598,0.07145470067858696
34,3916.0,0,0.064182641,0.475619096,0.012128224968910218,0.4,39160.0,189.97651591300968,0.004851289987564088,0.07485128998756409
61,8400.0,0,0.448227589,0.334722057,0.015321564301848412,0.4,84000.0,514.8045605421066,0.006128625720739364,0.07612862572073936
66,5400.0,0,0.0,5.0,0.0025629040785133837,0.4,54000.0,55.358728095889084,0.0010251616314053535,0.07102516163140536
62,5400.0,0,0.214105869,5.0,0.01190106775611639,0.4,54000.0,257.06306353211403,0.004760427102446556,0.07476042710244656
59,9368.0,0,0.701476924,0.518518519,0.043581835180521014,0.4,93680.0,1633.0985278844837,0.017432734072208408,0.08743273407220842
46,5400.0,0,0.308273461,5.0,0.022267805784940718,0.4,54000.0,480.98460495471954,0.008907122313976288,0.07890712231397629
30,2572.0,0,0.291209738,0.345122425,0.046428199112415316,0.75,25720.0,895.5999608784915,0.03482114933431149,0.1048211493343115
73,5400.0,0,0.879916818,5.0,0.022813427820801736,0.4,54000.0,492.77004092931753,0.009125371128320695,0.0791253711283207
51,7360.0,0,0.0,0.083548431,0.013876329734921455,0.75,73600.0,765.9734013676643,0.01040724730119109,0.0804072473011911
56,4000.0,1,0.547727193,0.1952012,0.12380339056253434,0.75,40000.0,3714.1017168760304,0.09285254292190076,0.16285254292190074
87,6000.0,0,0.002713784,0.086652225,0.008585509844124317,0.4,60000.0,206.05223625898364,0.003434203937649727,0.07343420393764973
39,1.0,0,0.053929738,5.0,0.009550833702087402,0.4,1000.0,3.820333480834961,0.003820333480834961,0.07382033348083497
55,4913.0,0,0.134204117,0.308506309,0.016828916408121584,0.75,49130.0,620.1034973482601,0.01262168730609119,0.0826216873060912
31,6002.0,0,0.0,0.132933533,0.01419300064444542,0.75,60020.0,638.8979240097106,0.010644750483334065,0.08064475048333407
27,5400.0,0,0.9999999,0.0,0.07234044298529625,0.75,54000.0,2929.7879409044986,0.05425533223897219,0.1242553322389722
40,8000.0,1,0.784699627,0.105986752,0.12731457203626634,0.75,80000.0,7638.8743221759805,0.09548592902719975,0.16548592902719972
49,6917.0,0,0.112515875,0.368603643,0.012672411277890205,0.4,69170.0,350.6202752366662,0.005068964511156082,0.07506896451115609
76,23000.0,3,0.533397916,0.278596583,0.14345308840274812,0.4,100000.0,5738.123536109925,0.05738123536109925,0.12738123536109924
72,13900.0,0,0.0,0.283648658,0.008111628796905279,0.4,100000.0,324.46515187621117,0.0032446515187621117,0.07324465151876211
51,12104.0,0,0.189216885,0.250640231,0.009458161238580943,0.4,100000.0,378.3264495432377,0.0037832644954323767,0.07378326449543238
39,5553.0,0,0.005049748,0.404933381,0.006688869930803776,0.4,55530.0,148.57317890301348,0.0026755479723215105,0.07267554797232151
88,4500.0,0,0.016416564,0.008442568,0.006215408816933632,0.75,45000.0,209.7700475715101,0.004661556612700225,0.07466155661270023
39,5750.0,0,0.167258526,0.6228482,0.02300264500081539,0.4,57500.0,529.060835018754,0.009201058000326157,0.07920105800032616
41,5400.0,0,0.431342429,5.0,0.04259422793984413,0.4,54000.0,920.0353235006334,0.017037691175937654,0.08703769117593765
42,13566.0,0,0.940662728,0.154713643,0.06478642746806144,0.75,100000.0,4858.982060104608,0.04858982060104607,0.11858982060104609
